Date,Available Beds,Wasted Beds,Wasted Potential,Daily Efficiency,Cumulative Available Beds,Cumulative Wasted Beds,Cumulative Wasted Potential,Cumulative Efficiency
2023-10-28,26.0,8.0,0,0.6923076923076923,7759.0,1812.0,0,0.7664647506121923
2023-10-29,26.0,8.0,0,0.6923076923076923,7785.0,1820.0,0,0.7662170841361593
2023-10-30,26.0,8.0,0,0.6923076923076923,7811.0,1828.0,0,0.7659710664447574
2023-10-31,26.0,8.0,0,0.6923076923076923,7837.0,1836.0,0,0.7657266811279827
2023-11-01,26.0,9.0,0,0.6538461538461539,7863.0,1845.0,0,0.7653567340709653
2023-11-02,26.0,8.0,0,0.6923076923076923,7889.0,1853.0,0,0.7651159842819115
2023-11-03,26.0,8.0,0,0.6923076923076923,7915.0,1861.0,0,0.7648768161718257
2023-11-04,26.0,8.0,0,0.6923076923076923,7941.0,1869.0,0,0.7646392142047601
2023-11-05,26.0,8.0,0,0.6923076923076923,7967.0,1877.0,0,0.7644031630475713
2023-11-06,26.0,8.0,0,0.6923076923076923,7993.0,1885.0,0,0.7641686475666208
2023-11-07,26.0,8.0,0,0.6923076923076923,8019.0,1893.0,0,0.7639356528245417
2023-11-08,26.0,7.0,0,0.7307692307692307,8045.0,1900.0,0,0.7638284648850218
2023-11-09,26.0,8.0,0,0.6923076923076923,8071.0,1908.0,0,0.7635980671540081
2023-11-10,26.0,7.0,0,0.7307692307692307,8097.0,1915.0,0,0.7634926515993578
2023-11-11,26.0,6.0,0,0.7692307692307693,8123.0,1921.0,0,0.7635110180967623
2023-11-12,26.0,6.0,0,0.7692307692307693,8149.0,1927.0,0,0.7635292673947723
2023-11-13,26.0,6.0,0,0.7692307692307693,8175.0,1933.0,0,0.7635474006116207
2023-11-14,26.0,7.0,0,0.7307692307692307,8201.0,1940.0,0,0.7634434825021339
2023-11-15,26.0,7.0,0,0.7307692307692307,8227.0,1947.0,0,0.763340221222803
2023-11-16,26.0,6.0,0,0.7692307692307693,8253.0,1953.0,0,0.7633587786259542
2023-11-17,26.0,6.0,0,0.7692307692307693,8279.0,1959.0,0,0.7633772194709506
2023-11-18,26.0,7.0,0,0.7307692307692307,8305.0,1966.0,0,0.7632751354605659
2023-11-19,26.0,7.0,0,0.7307692307692307,8331.0,1973.0,0,0.7631736886328172
2023-11-20,26.0,7.0,0,0.7307692307692307,8357.0,1980.0,0,0.7630728730405648
2023-11-21,26.0,7.0,0,0.7307692307692307,8383.0,1987.0,0,0.7629726828104497
2023-11-22,26.0,7.0,0,0.7307692307692307,8409.0,1994.0,0,0.7628731121417529
2023-11-23,26.0,6.0,0,0.7692307692307693,8435.0,2000.0,0,0.7628927089508002
2023-11-24,26.0,6.0,0,0.7692307692307693,8461.0,2006.0,0,0.762912185320884
2023-11-25,26.0,7.0,0,0.7307692307692307,8487.0,2013.0,0,0.7628137150936727
2023-11-26,26.0,6.0,0,0.7692307692307693,8513.0,2019.0,0,0.7628333137554328
2023-11-27,26.0,6.0,0,0.7692307692307693,8539.0,2025.0,0,0.7628527930671039
2023-11-28,26.0,6.0,0,0.7692307692307693,8565.0,2031.0,0,0.7628721541155867
2023-11-29,26.0,5.0,0,0.8076923076923077,8591.0,2036.0,0,0.7630077988592713
2023-11-30,26.0,6.0,0,0.7692307692307693,8617.0,2042.0,0,0.7630265753742602
2023-12-01,25.0,7.0,0,0.72,8642.0,2049.0,0,0.7629021059939829
2023-12-02,26.0,13.0,0,0.5,8668.0,2062.0,0,0.7621135209967698
2023-12-03,26.0,13.0,0,0.5,8694.0,2075.0,0,0.7613296526340004
2023-12-04,26.0,13.0,0,0.5,8720.0,2088.0,0,0.7605504587155963
2023-12-05,26.0,10.0,0,0.6153846153846154,8746.0,2098.0,0,0.7601189115024011
2023-12-06,26.0,10.0,0,0.6153846153846154,8772.0,2108.0,0,0.7596899224806202
2023-12-07,26.0,10.0,0,0.6153846153846154,8798.0,2118.0,0,0.7592634689702205
2023-12-08,26.0,7.0,0,0.7307692307692307,8824.0,2125.0,0,0.7591795104261106
2023-12-09,26.0,8.0,0,0.6923076923076923,8850.0,2133.0,0,0.7589830508474577
2023-12-10,26.0,8.0,0,0.6923076923076923,8876.0,2141.0,0,0.758787742226228
2023-12-11,26.0,7.0,0,0.7307692307692307,8902.0,2148.0,0,0.7587059087845428
2023-12-12,26.0,7.0,0,0.7307692307692307,8928.0,2155.0,0,0.7586245519713262
2023-12-13,26.0,8.0,0,0.6923076923076923,8954.0,2163.0,0,0.7584319857047129
2023-12-14,26.0,9.0,0,0.6538461538461539,8980.0,2172.0,0,0.7581291759465479
2023-12-15,26.0,8.0,0,0.6923076923076923,9006.0,2180.0,0,0.75793915167666
2023-12-16,26.0,5.0,0,0.8076923076923077,9032.0,2185.0,0,0.7580823737821081
2023-12-17,26.0,5.0,0,0.8076923076923077,9058.0,2190.0,0,0.7582247736807243
2023-12-18,26.0,7.0,0,0.7307692307692307,9084.0,2197.0,0,0.75814619110524
2023-12-19,26.0,7.0,0,0.7307692307692307,9110.0,2204.0,0,0.7580680570801317
2023-12-20,26.0,6.0,0,0.7692307692307693,9136.0,2210.0,0,0.7580998248686515
2023-12-21,26.0,7.0,0,0.7307692307692307,9162.0,2217.0,0,0.758022265880812
2023-12-22,26.0,8.0,0,0.6923076923076923,9188.0,2225.0,0,0.7578363082281236
2023-12-23,26.0,10.0,0,0.6153846153846154,9214.0,2235.0,0,0.7574343390492728
2023-12-24,26.0,10.0,0,0.6153846153846154,9240.0,2245.0,0,0.7570346320346321
2023-12-25,26.0,10.0,0,0.6153846153846154,9266.0,2255.0,0,0.7566371681415929
2023-12-26,26.0,10.0,0,0.6153846153846154,9292.0,2265.0,0,0.7562419285406802
2023-12-27,26.0,10.0,0,0.6153846153846154,9318.0,2275.0,0,0.7558488946125778
2023-12-28,26.0,10.0,0,0.6153846153846154,9344.0,2285.0,0,0.7554580479452054
2023-12-29,26.0,12.0,0,0.5384615384615384,9370.0,2297.0,0,0.7548559231590182
2023-12-30,26.0,11.0,0,0.5769230769230769,9396.0,2308.0,0,0.7543635589612601
2023-12-31,26.0,11.0,0,0.5769230769230769,9422.0,2319.0,0,0.7538739121205689
2024-01-01,26.0,11.0,0,0.5769230769230769,9448.0,2330.0,0,0.7533869602032176
2024-01-02,26.0,13.0,0,0.5,9474.0,2343.0,0,0.752691576947435
2024-01-03,26.0,11.0,0,0.5769230769230769,9500.0,2354.0,0,0.7522105263157894
2024-01-04,26.0,8.0,0,0.6923076923076923,9526.0,2362.0,0,0.7520470291832878
2024-01-05,26.0,11.0,0,0.5769230769230769,9552.0,2373.0,0,0.7515703517587939
2024-01-06,26.0,11.0,0,0.5769230769230769,9578.0,2384.0,0,0.7510962622676968
2024-01-07,26.0,11.0,0,0.5769230769230769,9604.0,2395.0,0,0.7506247396917951
2024-01-08,26.0,11.0,0,0.5769230769230769,9630.0,2406.0,0,0.7501557632398754
2024-01-09,26.0,10.0,0,0.6153846153846154,9656.0,2416.0,0,0.7497928748964374
2024-01-10,26.0,10.0,0,0.6153846153846154,9682.0,2426.0,0,0.7494319355505061
2024-01-11,26.0,9.0,0,0.6538461538461539,9708.0,2435.0,0,0.7491759373712402
2024-01-12,26.0,8.0,0,0.6923076923076923,9734.0,2443.0,0,0.7490240394493528
2024-01-13,26.0,9.0,0,0.6538461538461539,9760.0,2452.0,0,0.7487704918032787
2024-01-14,26.0,9.0,0,0.6538461538461539,9786.0,2461.0,0,0.7485182914367464
2024-01-15,26.0,9.0,0,0.6538461538461539,9812.0,2470.0,0,0.748267427639625
2024-01-16,26.0,9.0,0,0.6538461538461539,9838.0,2479.0,0,0.7480178898150031
2024-01-17,26.0,9.0,0,0.6538461538461539,9864.0,2488.0,0,0.7477696674776967
2024-01-18,26.0,8.0,0,0.6923076923076923,9890.0,2496.0,0,0.747623862487361
2024-01-19,24.0,5.0,0,0.7916666666666666,9914.0,2501.0,0,0.7477304821464595
2024-01-20,24.0,6.0,0,0.75,9938.0,2507.0,0,0.7477359629704166
2024-01-21,24.0,6.0,0,0.75,9962.0,2513.0,0,0.747741417386067
2024-01-22,24.0,5.0,0,0.7916666666666666,9986.0,2518.0,0,0.7478469857800921
2024-01-23,24.0,7.0,0,0.7083333333333334,10010.0,2525.0,0,0.7477522477522478
2024-01-24,26.0,8.0,0,0.6923076923076923,10036.0,2533.0,0,0.7476086090075728
2024-01-25,26.0,8.0,0,0.6923076923076923,10062.0,2541.0,0,0.7474657125819917
2024-01-26,24.0,8.0,0,0.6666666666666666,10086.0,2549.0,0,0.7472734483442396
2024-01-27,24.0,9.0,0,0.625,10110.0,2558.0,0,0.7469831849653809
2024-01-28,24.0,8.0,0,0.6666666666666666,10134.0,2566.0,0,0.7467929741464377
2024-01-29,24.0,9.0,0,0.625,10158.0,2575.0,0,0.7465052175625123
2024-01-30,24.0,9.0,0,0.625,10182.0,2584.0,0,0.7462188175211157
2024-01-31,24.0,8.0,0,0.6666666666666666,10206.0,2592.0,0,0.746031746031746
2024-02-01,24.0,7.0,0,0.7083333333333334,10230.0,2599.0,0,0.7459433040078202
2024-02-02,24.0,8.0,0,0.6666666666666666,10254.0,2607.0,0,0.7457577530719719
2024-02-03,26.0,12.0,0,0.5384615384615384,10280.0,2619.0,0,0.7452334630350195
2024-02-04,26.0,12.0,0,0.5384615384615384,10306.0,2631.0,0,0.744711818358238
2024-02-05,24.0,11.0,0,0.5416666666666666,10330.0,2642.0,0,0.7442400774443368
2024-02-06,24.0,6.0,0,0.75,10354.0,2648.0,0,0.7442534286266177
2024-02-07,24.0,6.0,0,0.75,10378.0,2654.0,0,0.7442667180574292
2024-02-08,24.0,6.0,0,0.75,10402.0,2660.0,0,0.7442799461641992
2024-02-09,24.0,6.0,0,0.75,10426.0,2666.0,0,0.7442931133704201
2024-02-10,24.0,5.0,0,0.7916666666666666,10450.0,2671.0,0,0.7444019138755981
2024-02-11,24.0,6.0,0,0.75,10474.0,2677.0,0,0.7444147412640825
2024-02-12,24.0,6.0,0,0.75,10498.0,2683.0,0,0.7444275100019051
2024-02-13,24.0,8.0,0,0.6666666666666666,10522.0,2691.0,0,0.744250142558449
2024-02-14,26.0,8.0,0,0.6923076923076923,10548.0,2699.0,0,0.7441221084565794
2024-02-15,26.0,7.0,0,0.7307692307692307,10574.0,2706.0,0,0.7440892755816153
2024-02-16,26.0,7.0,0,0.7307692307692307,10600.0,2713.0,0,0.744056603773585
2024-02-17,26.0,9.0,0,0.6538461538461539,10626.0,2722.0,0,0.7438358742706569
2024-02-18,26.0,9.0,0,0.6538461538461539,10652.0,2731.0,0,0.7436162223056703
2024-02-19,26.0,9.0,0,0.6538461538461539,10678.0,2740.0,0,0.7433976400074921
2024-02-20,26.0,9.0,0,0.6538461538461539,10704.0,2749.0,0,0.7431801195814649
2024-02-21,26.0,9.0,0,0.6538461538461539,10730.0,2758.0,0,0.7429636533084809
2024-02-22,26.0,7.0,0,0.7307692307692307,10756.0,2765.0,0,0.7429341762737077
2024-02-23,26.0,8.0,0,0.6923076923076923,10782.0,2773.0,0,0.7428120942311259
2024-02-24,26.0,8.0,0,0.6923076923076923,10808.0,2781.0,0,0.7426905995558846
2024-02-25,26.0,8.0,0,0.6923076923076923,10834.0,2789.0,0,0.7425696880191989
2024-02-26,26.0,8.0,0,0.6923076923076923,10860.0,2797.0,0,0.7424493554327809
2024-02-27,26.0,8.0,0,0.6923076923076923,10886.0,2805.0,0,0.7423295976483557
2024-02-28,26.0,6.0,0,0.7692307692307693,10912.0,2811.0,0,0.7423936950146628
2024-02-29,26.0,6.0,0,0.7692307692307693,10938.0,2817.0,0,0.742457487657707
2024-03-01,26.0,6.0,0,0.7692307692307693,10964.0,2823.0,0,0.7425209777453484
2024-03-02,26.0,6.0,0,0.7692307692307693,10990.0,2829.0,0,0.7425841674249317
2024-03-03,26.0,7.0,0,0.7307692307692307,11016.0,2836.0,0,0.7425562817719681
2024-03-04,26.0,7.0,0,0.7307692307692307,11042.0,2843.0,0,0.742528527440681
2024-03-05,26.0,5.0,0,0.8076923076923077,11068.0,2848.0,0,0.7426816046259487
2024-03-06,26.0,7.0,0,0.7307692307692307,11094.0,2855.0,0,0.7426536866774833
2024-03-07,26.0,7.0,0,0.7307692307692307,11120.0,2862.0,0,0.7426258992805755
2024-03-08,26.0,4.0,0,0.8461538461538461,11146.0,2866.0,0,0.7428673963753814
2024-03-09,26.0,5.0,0,0.8076923076923077,11172.0,2871.0,0,0.7430182599355531
2024-03-10,26.0,5.0,0,0.8076923076923077,11198.0,2876.0,0,0.7431684229326665
2024-03-11,26.0,5.0,0,0.8076923076923077,11224.0,2881.0,0,0.7433178902352102
2024-03-12,26.0,6.0,0,0.7692307692307693,11250.0,2887.0,0,0.7433777777777778
2024-03-13,26.0,4.0,0,0.8461538461538461,11276.0,2891.0,0,0.7436147570060305
2024-03-14,26.0,3.0,0,0.8846153846153846,11302.0,2894.0,0,0.7439391258184392
2024-03-15,26.0,3.0,0,0.8846153846153846,11328.0,2897.0,0,0.7442620056497176
2024-03-16,26.0,4.0,0,0.8461538461538461,11354.0,2901.0,0,0.7444953320415713
2024-03-17,26.0,5.0,0,0.8076923076923077,11380.0,2906.0,0,0.744639718804921
2024-03-18,26.0,5.0,0,0.8076923076923077,11406.0,2911.0,0,0.7447834473084342
2024-03-19,26.0,8.0,0,0.6923076923076923,11432.0,2919.0,0,0.7446641007697691
2024-03-20,26.0,7.0,0,0.7307692307692307,11458.0,2926.0,0,0.7446325711293419
2024-03-21,26.0,6.0,0,0.7692307692307693,11484.0,2932.0,0,0.7446882619296412
2024-03-22,26.0,5.0,0,0.8076923076923077,11510.0,2937.0,0,0.7448305821025195
2024-03-23,26.0,6.0,0,0.7692307692307693,11536.0,2943.0,0,0.7448855755894591
2024-03-24,26.0,6.0,0,0.7692307692307693,11562.0,2949.0,0,0.744940321743643
2024-03-25,26.0,6.0,0,0.7692307692307693,11588.0,2955.0,0,0.744994822229893
2024-03-26,26.0,7.0,0,0.7307692307692307,11614.0,2962.0,0,0.7449629757189599
2024-03-27,26.0,6.0,0,0.7692307692307693,11640.0,2968.0,0,0.7450171821305842
2024-03-28,26.0,6.0,0,0.7692307692307693,11666.0,2974.0,0,0.7450711469226813
2024-03-29,26.0,5.0,0,0.8076923076923077,11692.0,2979.0,0,0.7452104002736915
2024-03-30,26.0,5.0,0,0.8076923076923077,11718.0,2984.0,0,0.7453490356716164
2024-03-31,26.0,5.0,0,0.8076923076923077,11744.0,2989.0,0,0.7454870572207084
2024-04-01,26.0,5.0,0,0.8076923076923077,11770.0,2994.0,0,0.745624468988955
2024-04-02,26.0,4.0,0,0.8461538461538461,11796.0,2998.0,0,0.7458460495083079
2024-04-03,26.0,6.0,0,0.7692307692307693,11822.0,3004.0,0,0.7458974792759262
2024-04-04,26.0,10.0,0,0.6153846153846154,11848.0,3014.0,0,0.7456110735989196
2024-04-05,26.0,7.0,0,0.7307692307692307,11874.0,3021.0,0,0.7455785750378979
2024-04-06,26.0,9.0,0,0.6538461538461539,11900.0,3030.0,0,0.7453781512605042
2024-04-07,26.0,9.0,0,0.6538461538461539,11926.0,3039.0,0,0.7451786013751467
2024-04-08,26.0,9.0,0,0.6538461538461539,11952.0,3048.0,0,0.7449799196787149
2024-04-09,26.0,8.0,0,0.6923076923076923,11978.0,3056.0,0,0.7448655869093338
2024-04-10,26.0,8.0,0,0.6923076923076923,12004.0,3064.0,0,0.7447517494168611
2024-04-11,26.0,6.0,0,0.7692307692307693,12030.0,3070.0,0,0.744804655029094
2024-04-12,26.0,3.0,0,0.8846153846153846,12056.0,3073.0,0,0.7451061712010617
2024-04-13,26.0,2.0,0,0.9230769230769231,12082.0,3075.0,0,0.7454891574242675
2024-04-14,26.0,4.0,0,0.8461538461538461,12108.0,3079.0,0,0.7457053187974892
2024-04-15,26.0,4.0,0,0.8461538461538461,12134.0,3083.0,0,0.7459205538157244
2024-04-16,26.0,5.0,0,0.8076923076923077,12160.0,3088.0,0,0.7460526315789474
2024-04-17,26.0,6.0,0,0.7692307692307693,12186.0,3094.0,0,0.7461020843591006
